"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_9902","FOTU_9902","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomastigidae","Thaumatomonas","unidentified","Thaumatomonas","FOTU_9902_Thaumatomonas"
"FOTU_9903","FOTU_9903","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9903_unidentified"
"FOTU_9904","FOTU_9904","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9904_unidentified"
"FOTU_9905","FOTU_9905","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9905_unidentified"
"FOTU_9906","FOTU_9906","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9906_unidentified"
"FOTU_9907","FOTU_9907","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9907_unidentified"
"FOTU_9908","FOTU_9908","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_9908_Fungi"
"FOTU_9909","FOTU_9909","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","flavida","Peziza_flavida","FOTU_9909_Peziza_flavida"
"FOTU_9910","FOTU_9910","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_9910_Fungi"
"FOTU_9911","FOTU_9911","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_9911_Sordariomycetes"
"FOTU_9912","FOTU_9912","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Volucrispora","unidentified","Volucrispora","FOTU_9912_Volucrispora"
"FOTU_9913","FOTU_9913","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9913_unidentified"
"FOTU_9914","FOTU_9914","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9914_unidentified"
"FOTU_9915","FOTU_9915","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercomonadida","Cercomonadida_fam_Incertae_sedis","Cercomonadida_gen_Incertae_sedis","unidentified","Cercomonadida_gen_Incertae_sedis","FOTU_9915_Cercomonadida_gen_Incertae_sedis"
"FOTU_9916","FOTU_9916","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9916_unidentified"
"FOTU_9917","FOTU_9917","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9917_unidentified"
"FOTU_9918","FOTU_9918","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9918_unidentified"
"FOTU_9919","FOTU_9919","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","disseminatus","Coprinellus_disseminatus","FOTU_9919_Coprinellus_disseminatus"
"FOTU_9920","FOTU_9920","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporaceae_gen_Incertae_sedis","unidentified","Polyporaceae_gen_Incertae_sedis","FOTU_9920_Polyporaceae_gen_Incertae_sedis"
"FOTU_9921","FOTU_9921","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Athelia","unidentified","Athelia","FOTU_9921_Athelia"
"FOTU_9922","FOTU_9922","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9922_unidentified"
"FOTU_9923","FOTU_9923","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","unidentified","Tomentella","FOTU_9923_Tomentella"
"FOTU_9924","FOTU_9924","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_9924_Fungi"
"FOTU_9925","FOTU_9925","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9925_unidentified"
"FOTU_9926","FOTU_9926","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9926_unidentified"
"FOTU_9927","FOTU_9927","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9927_unidentified"
"FOTU_9928","FOTU_9928","Viridiplantae","Anthophyta","Eudicotyledonae","Ranunculales","Ranunculaceae","unidentified","unidentified","Ranunculaceae","FOTU_9928_Ranunculaceae"
"FOTU_9929","FOTU_9929","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9929_unidentified"
"FOTU_9930","FOTU_9930","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9930_unidentified"
"FOTU_9931","FOTU_9931","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_9931_Fungi"
"FOTU_9932","FOTU_9932","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9932_unidentified"
"FOTU_9933","FOTU_9933","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9933_unidentified"
"FOTU_9934","FOTU_9934","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9934_unidentified"
"FOTU_9935","FOTU_9935","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9935_unidentified"
"FOTU_9936","FOTU_9936","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9936_unidentified"
"FOTU_9937","FOTU_9937","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_9937_Cercozoa_gen_Incertae_sedis"
"FOTU_9938","FOTU_9938","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9938_unidentified"
"FOTU_9939","FOTU_9939","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9939_unidentified"
"FOTU_9940","FOTU_9940","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","stemonitis","Cephalotrichum_stemonitis","FOTU_9940_Cephalotrichum_stemonitis"
"FOTU_9941","FOTU_9941","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9941_unidentified"
"FOTU_9942","FOTU_9942","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9942_unidentified"
"FOTU_9943","FOTU_9943","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9943_unidentified"
"FOTU_9944","FOTU_9944","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9944_unidentified"
"FOTU_9945","FOTU_9945","Fungi","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Gomphaceae_gen_Incertae_sedis","unidentified","Gomphaceae_gen_Incertae_sedis","FOTU_9945_Gomphaceae_gen_Incertae_sedis"
"FOTU_9946","FOTU_9946","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Cucurbitariaceae_gen_Incertae_sedis","unidentified","Cucurbitariaceae_gen_Incertae_sedis","FOTU_9946_Cucurbitariaceae_gen_Incertae_sedis"
"FOTU_9947","FOTU_9947","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9947_unidentified"
"FOTU_9948","FOTU_9948","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9948_unidentified"
"FOTU_9949","FOTU_9949","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_9949_Fungi"
"FOTU_9950","FOTU_9950","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_9950_Fungi"
"FOTU_9951","FOTU_9951","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9951_unidentified"
"FOTU_9952","FOTU_9952","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9952_unidentified"
"FOTU_9953","FOTU_9953","Metazoa","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Metazoa","FOTU_9953_Metazoa"
"FOTU_9954","FOTU_9954","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_9954_Fungi"
"FOTU_9955","FOTU_9955","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_9955_Ascomycota"
"FOTU_9956","FOTU_9956","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Fusariella","hughesii","Fusariella_hughesii","FOTU_9956_Fusariella_hughesii"
"FOTU_9957","FOTU_9957","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9957_unidentified"
"FOTU_9958","FOTU_9958","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_9958_Basidiomycota"
"FOTU_9959","FOTU_9959","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9959_unidentified"
"FOTU_9960","FOTU_9960","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9960_unidentified"
"FOTU_9961","FOTU_9961","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9961_unidentified"
"FOTU_9962","FOTU_9962","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9962_unidentified"
"FOTU_9963","FOTU_9963","Ichthyosporia","Ichthyosporia_phy_Incertae_sedis","Ichthyosporia_cls_Incertae_sedis","Ichthyosporia_ord_Incertae_sedis","Ichthyosporia_fam_Incertae_sedis","Ichthyosporia_gen_Incertae_sedis","unidentified","Ichthyosporia_gen_Incertae_sedis","FOTU_9963_Ichthyosporia_gen_Incertae_sedis"
"FOTU_9964","FOTU_9964","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Inonotus","vitis","Inonotus_vitis","FOTU_9964_Inonotus_vitis"
"FOTU_9965","FOTU_9965","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9965_unidentified"
"FOTU_9966","FOTU_9966","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9966_unidentified"
"FOTU_9967","FOTU_9967","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9967_unidentified"
"FOTU_9968","FOTU_9968","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9968_unidentified"
"FOTU_9969","FOTU_9969","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_9969_Ascomycota"
"FOTU_9970","FOTU_9970","Viridiplantae","Bryophyta","Bryopsida","Funariales","Gigaspermaceae","Gigaspermum","unidentified","Gigaspermum","FOTU_9970_Gigaspermum"
"FOTU_9971","FOTU_9971","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9971_unidentified"
"FOTU_9972","FOTU_9972","Fungi","Entorrhizomycota","Entorrhizomycetes","Entorrhizales","Entorrhizales_fam_Incertae_sedis","Entorrhizales_gen_Incertae_sedis","unidentified","Entorrhizales_gen_Incertae_sedis","FOTU_9972_Entorrhizales_gen_Incertae_sedis"
"FOTU_9973","FOTU_9973","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9973_unidentified"
"FOTU_9974","FOTU_9974","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","unidentified","unidentified","Clavicipitaceae","FOTU_9974_Clavicipitaceae"
"FOTU_9975","FOTU_9975","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9975_unidentified"
"FOTU_9976","FOTU_9976","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9976_unidentified"
"FOTU_9977","FOTU_9977","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_9977_Ascomycota"
"FOTU_9978","FOTU_9978","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9978_unidentified"
"FOTU_9979","FOTU_9979","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","unidentified","unidentified","unidentified","Spizellomycetales","FOTU_9979_Spizellomycetales"
"FOTU_9980","FOTU_9980","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","unidentified","unidentified","Chaetomiaceae","FOTU_9980_Chaetomiaceae"
"FOTU_9981","FOTU_9981","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9981_unidentified"
"FOTU_9982","FOTU_9982","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9982_unidentified"
"FOTU_9983","FOTU_9983","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9983_unidentified"
"FOTU_9984","FOTU_9984","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9984_unidentified"
"FOTU_9985","FOTU_9985","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9985_unidentified"
"FOTU_9986","FOTU_9986","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_9986_Eudicotyledonae"
"FOTU_9987","FOTU_9987","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_9987_Sordariomycetes"
"FOTU_9988","FOTU_9988","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","unidentified","unidentified","Mortierellaceae","FOTU_9988_Mortierellaceae"
"FOTU_9989","FOTU_9989","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9989_unidentified"
"FOTU_9990","FOTU_9990","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9990_unidentified"
"FOTU_9991","FOTU_9991","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9991_unidentified"
"FOTU_9992","FOTU_9992","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9992_unidentified"
"FOTU_9993","FOTU_9993","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_9993_Cercozoa_gen_Incertae_sedis"
"FOTU_9994","FOTU_9994","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9994_unidentified"
"FOTU_9995","FOTU_9995","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_9995_Fungi"
"FOTU_9996","FOTU_9996","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9996_unidentified"
"FOTU_9997","FOTU_9997","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Rotiferophthora","angustispora","Rotiferophthora_angustispora","FOTU_9997_Rotiferophthora_angustispora"
"FOTU_9998","FOTU_9998","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Acaulium","album","Acaulium_album","FOTU_9998_Acaulium_album"
"FOTU_9999","FOTU_9999","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_9999_unidentified"
"FOTU_10000","FOTU_10000","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","unidentified","Talaromyces","FOTU_10000_Talaromyces"
"FOTU_10001","FOTU_10001","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","mucida","Niesslia_mucida","FOTU_10001_Niesslia_mucida"
"FOTU_10002","FOTU_10002","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","miczynskii","Penicillium_miczynskii","FOTU_10002_Penicillium_miczynskii"
"FOTU_10003","FOTU_10003","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10003_unidentified"
"FOTU_10004","FOTU_10004","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_10004_Viridiplantae"
"FOTU_10005","FOTU_10005","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_10005_Acanthophyllum_spinosum"
"FOTU_10006","FOTU_10006","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","garyensis","Russula_garyensis","FOTU_10006_Russula_garyensis"
"FOTU_10007","FOTU_10007","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","unidentified","Cercospora","FOTU_10007_Cercospora"
"FOTU_10008","FOTU_10008","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10008_unidentified"
"FOTU_10009","FOTU_10009","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10009_unidentified"
"FOTU_10010","FOTU_10010","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10010_unidentified"
"FOTU_10011","FOTU_10011","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10011_unidentified"
"FOTU_10012","FOTU_10012","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","Hypocreales","FOTU_10012_Hypocreales"
"FOTU_10013","FOTU_10013","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10013_unidentified"
"FOTU_10014","FOTU_10014","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10014_unidentified"
"FOTU_10015","FOTU_10015","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10015_unidentified"
"FOTU_10016","FOTU_10016","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_10016_Viridiplantae"
"FOTU_10017","FOTU_10017","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10017_unidentified"
"FOTU_10018","FOTU_10018","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unidentified","unidentified","unidentified","Agaricales","FOTU_10018_Agaricales"
"FOTU_10019","FOTU_10019","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10019_unidentified"
"FOTU_10020","FOTU_10020","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","unidentified","Talaromyces","FOTU_10020_Talaromyces"
"FOTU_10021","FOTU_10021","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10021_unidentified"
"FOTU_10022","FOTU_10022","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10022_unidentified"
"FOTU_10023","FOTU_10023","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10023_unidentified"
"FOTU_10024","FOTU_10024","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10024_unidentified"
"FOTU_10025","FOTU_10025","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10025_unidentified"
"FOTU_10026","FOTU_10026","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10026_unidentified"
"FOTU_10027","FOTU_10027","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10027_unidentified"
"FOTU_10028","FOTU_10028","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10028_unidentified"
"FOTU_10029","FOTU_10029","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Clitocybe","subditopoda","Clitocybe_subditopoda","FOTU_10029_Clitocybe_subditopoda"
"FOTU_10030","FOTU_10030","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10030_unidentified"
"FOTU_10031","FOTU_10031","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10031_unidentified"
"FOTU_10032","FOTU_10032","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10032_unidentified"
"FOTU_10033","FOTU_10033","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_10033_Fungi"
"FOTU_10034","FOTU_10034","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unidentified","unidentified","unidentified","Agaricales","FOTU_10034_Agaricales"
"FOTU_10035","FOTU_10035","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10035_unidentified"
"FOTU_10036","FOTU_10036","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","unidentified","unidentified","Hypocreales_fam_Incertae_sedis","FOTU_10036_Hypocreales_fam_Incertae_sedis"
"FOTU_10037","FOTU_10037","Fungi","Chytridiomycota","Synchytriomycetes","Synchytriales","Synchytriaceae","Synchytriaceae_gen_Incertae_sedis","unidentified","Synchytriaceae_gen_Incertae_sedis","FOTU_10037_Synchytriaceae_gen_Incertae_sedis"
"FOTU_10038","FOTU_10038","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Nectriopsis","unidentified","Nectriopsis","FOTU_10038_Nectriopsis"
"FOTU_10039","FOTU_10039","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_10039_Fungi"
"FOTU_10040","FOTU_10040","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","unidentified","Rhizophlyctis","FOTU_10040_Rhizophlyctis"
"FOTU_10041","FOTU_10041","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10041_unidentified"
"FOTU_10042","FOTU_10042","Fungi","Basidiomycota","Agaricomycetes","Boletales","Astraeaceae","Astraeus","koreanus","Astraeus_koreanus","FOTU_10042_Astraeus_koreanus"
"FOTU_10043","FOTU_10043","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10043_unidentified"
"FOTU_10044","FOTU_10044","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Hypochnicium","cremicolor","Hypochnicium_cremicolor","FOTU_10044_Hypochnicium_cremicolor"
"FOTU_10045","FOTU_10045","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10045_unidentified"
"FOTU_10046","FOTU_10046","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_10046_Ascomycota"
"FOTU_10047","FOTU_10047","Fungi","Mortierellomycota","Mortierellomycota_cls_Incertae_sedis","Mortierellomycota_ord_Incertae_sedis","Mortierellomycota_fam_Incertae_sedis","Mortierellomycota_gen_Incertae_sedis","unidentified","Mortierellomycota_gen_Incertae_sedis","FOTU_10047_Mortierellomycota_gen_Incertae_sedis"
"FOTU_10048","FOTU_10048","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10048_unidentified"
"FOTU_10049","FOTU_10049","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10049_unidentified"
"FOTU_10050","FOTU_10050","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10050_unidentified"
"FOTU_10051","FOTU_10051","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10051_unidentified"
"FOTU_10052","FOTU_10052","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","fimeti","Paraphoma_fimeti","FOTU_10052_Paraphoma_fimeti"
"FOTU_10053","FOTU_10053","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10053_unidentified"
"FOTU_10054","FOTU_10054","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_10054_Spizellomycetales_gen_Incertae_sedis"
"FOTU_10055","FOTU_10055","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10055_unidentified"
"FOTU_10056","FOTU_10056","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10056_unidentified"
"FOTU_10057","FOTU_10057","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_10057_Pleosporales"
"FOTU_10058","FOTU_10058","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10058_unidentified"
"FOTU_10059","FOTU_10059","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10059_unidentified"
"FOTU_10060","FOTU_10060","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","aquaeductuum","Fusicolla_aquaeductuum","FOTU_10060_Fusicolla_aquaeductuum"
"FOTU_10061","FOTU_10061","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10061_unidentified"
"FOTU_10062","FOTU_10062","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10062_unidentified"
"FOTU_10063","FOTU_10063","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_10063_Fungi"
"FOTU_10064","FOTU_10064","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_10064_Ascomycota"
"FOTU_10065","FOTU_10065","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10065_unidentified"
"FOTU_10066","FOTU_10066","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10066_unidentified"
"FOTU_10067","FOTU_10067","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_10067_Sordariomycetes"
"FOTU_10068","FOTU_10068","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10068_unidentified"
"FOTU_10069","FOTU_10069","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_10069_Pleosporales"
"FOTU_10070","FOTU_10070","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_10070_unidentified"
