"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_759","FOTU_759","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Dichotomopilus","unidentified","Dichotomopilus","FOTU_759_Dichotomopilus"
"FOTU_760","FOTU_760","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","warrenensis","Psathyrella_warrenensis","FOTU_760_Psathyrella_warrenensis"
"FOTU_761","FOTU_761","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_761_Ascomycota"
"FOTU_762","FOTU_762","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_762_Ascomycota"
"FOTU_763","FOTU_763","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_763_Fungi"
"FOTU_764","FOTU_764","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","Alternaria_infectoria","FOTU_764_Alternaria_infectoria"
"FOTU_765","FOTU_765","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae","Parathyridaria","rosae","Parathyridaria_rosae","FOTU_765_Parathyridaria_rosae"
"FOTU_766","FOTU_766","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_766_unidentified"
"FOTU_767","FOTU_767","Fungi","Ascomycota","Dothideomycetes","unidentified","unidentified","unidentified","unidentified","Dothideomycetes","FOTU_767_Dothideomycetes"
"FOTU_768","FOTU_768","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Vanrija","humicola","Vanrija_humicola","FOTU_768_Vanrija_humicola"
"FOTU_769","FOTU_769","Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaberaceae_gen_Incertae_sedis","unidentified","Ramicandelaberaceae_gen_Incertae_sedis","FOTU_769_Ramicandelaberaceae_gen_Incertae_sedis"
"FOTU_770","FOTU_770","Fungi","Ascomycota","Sordariomycetes","Sordariales","unidentified","unidentified","unidentified","Sordariales","FOTU_770_Sordariales"
"FOTU_771","FOTU_771","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_771_unidentified"
"FOTU_772","FOTU_772","Choanoflagellozoa","Choanoflagellata","Choanoflagellata_cls_Incertae_sedis","Choanoflagellida","Choanoflagellida_fam_Incertae_sedis","Choanoflagellida_gen_Incertae_sedis","unidentified","Choanoflagellida_gen_Incertae_sedis","FOTU_772_Choanoflagellida_gen_Incertae_sedis"
"FOTU_773","FOTU_773","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","calciphila","Mortierella_calciphila","FOTU_773_Mortierella_calciphila"
"FOTU_774","FOTU_774","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_774_unidentified"
"FOTU_775","FOTU_775","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_775_unidentified"
"FOTU_776","FOTU_776","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","tephrensis","Vishniacozyma_tephrensis","FOTU_776_Vishniacozyma_tephrensis"
"FOTU_777","FOTU_777","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_777_Fungi"
"FOTU_778","FOTU_778","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock1","unidentified","FOTU_778_Mock_mock1"
"FOTU_779","FOTU_779","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Pezizella","unidentified","Pezizella","FOTU_779_Pezizella"
"FOTU_780","FOTU_780","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","rugulosus","Talaromyces_rugulosus","FOTU_780_Talaromyces_rugulosus"
"FOTU_781","FOTU_781","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_781_unidentified"
"FOTU_782","FOTU_782","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","unidentified","unidentified","Helotiales_fam_Incertae_sedis","FOTU_782_Helotiales_fam_Incertae_sedis"
"FOTU_783","FOTU_783","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_783_unidentified"
"FOTU_784","FOTU_784","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_784_unidentified"
"FOTU_785","FOTU_785","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium","unidentified","Arthrocladium","FOTU_785_Arthrocladium"
"FOTU_786","FOTU_786","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_786_Ascomycota"
"FOTU_787","FOTU_787","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","macerans","Cystofilobasidium_macerans","FOTU_787_Cystofilobasidium_macerans"
"FOTU_788","FOTU_788","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_788_unidentified"
"FOTU_789","FOTU_789","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cosmospora","unidentified","Cosmospora","FOTU_789_Cosmospora"
"FOTU_790","FOTU_790","Fungi","Ascomycota","Sordariomycetes","Xylariales","Apiosporaceae","Apiospora","malaysiana","Apiospora_malaysiana","FOTU_790_Apiospora_malaysiana"
"FOTU_791","FOTU_791","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_791_Cercozoa_gen_Incertae_sedis"
"FOTU_792","FOTU_792","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_792_unidentified"
"FOTU_793","FOTU_793","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_793_Sordariomycetes"
"FOTU_794","FOTU_794","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_794_unidentified"
"FOTU_795","FOTU_795","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","unidentified","Ustilago","FOTU_795_Ustilago"
"FOTU_796","FOTU_796","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unidentified","Tetracladium","FOTU_796_Tetracladium"
"FOTU_797","FOTU_797","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_797_Fungi"
"FOTU_798","FOTU_798","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_798_Eudicotyledonae"
"FOTU_799","FOTU_799","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_799_Fungi"
"FOTU_800","FOTU_800","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_800_unidentified"
"FOTU_801","FOTU_801","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_801_unidentified"
"FOTU_802","FOTU_802","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_802_unidentified"
"FOTU_803","FOTU_803","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Gilmaniella","humicola","Gilmaniella_humicola","FOTU_803_Gilmaniella_humicola"
"FOTU_804","FOTU_804","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","unidentified","Rhizophlyctidales_gen_Incertae_sedis","FOTU_804_Rhizophlyctidales_gen_Incertae_sedis"
"FOTU_805","FOTU_805","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","spermatophaga","Hyalorbilia_spermatophaga","FOTU_805_Hyalorbilia_spermatophaga"
"FOTU_806","FOTU_806","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_806_Fungi"
"FOTU_807","FOTU_807","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_807_unidentified"
"FOTU_808","FOTU_808","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_808_Fungi"
"FOTU_809","FOTU_809","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_809_unidentified"
"FOTU_810","FOTU_810","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetales_fam_Incertae_sedis","Hymenochaetales_gen_Incertae_sedis","unidentified","Hymenochaetales_gen_Incertae_sedis","FOTU_810_Hymenochaetales_gen_Incertae_sedis"
"FOTU_811","FOTU_811","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Aporpiaceae","Elmerina","caryae","Elmerina_caryae","FOTU_811_Elmerina_caryae"
"FOTU_812","FOTU_812","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_812_unidentified"
"FOTU_813","FOTU_813","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","unidentified","Paraphoma","FOTU_813_Paraphoma"
"FOTU_814","FOTU_814","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","melinii","Penicillium_melinii","FOTU_814_Penicillium_melinii"
"FOTU_815","FOTU_815","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Triscelophorus","unidentified","Triscelophorus","FOTU_815_Triscelophorus"
"FOTU_816","FOTU_816","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_816_Fungi"
"FOTU_817","FOTU_817","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_817_Fungi"
"FOTU_818","FOTU_818","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_818_Fungi"
"FOTU_819","FOTU_819","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Perenniporia","narymica","Perenniporia_narymica","FOTU_819_Perenniporia_narymica"
"FOTU_820","FOTU_820","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","mexicana","Sporothrix_mexicana","FOTU_820_Sporothrix_mexicana"
"FOTU_821","FOTU_821","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","subuliforme","Cladosporium_subuliforme","FOTU_821_Cladosporium_subuliforme"
"FOTU_822","FOTU_822","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","brachylaenae","Didymocyrtis_brachylaenae","FOTU_822_Didymocyrtis_brachylaenae"
"FOTU_823","FOTU_823","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_823_Fungi"
"FOTU_824","FOTU_824","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","Cirrenalia","unidentified","Cirrenalia","FOTU_824_Cirrenalia"
"FOTU_825","FOTU_825","Viridiplantae","Anthophyta","Eudicotyledonae","Fabales","Fabaceae","Cytisus","decumbens","Cytisus_decumbens","FOTU_825_Cytisus_decumbens"
"FOTU_826","FOTU_826","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_826_unidentified"
"FOTU_827","FOTU_827","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Immersiella","unidentified","Immersiella","FOTU_827_Immersiella"
"FOTU_828","FOTU_828","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","opportunistica","Exophiala_opportunistica","FOTU_828_Exophiala_opportunistica"
"FOTU_829","FOTU_829","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","unidentified","Knufia","FOTU_829_Knufia"
"FOTU_830","FOTU_830","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","subuliforme","Cladosporium_subuliforme","FOTU_830_Cladosporium_subuliforme"
"FOTU_831","FOTU_831","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_831_Cercozoa_gen_Incertae_sedis"
"FOTU_832","FOTU_832","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Junewangiaceae","Junewangiaceae_gen_Incertae_sedis","unidentified","Junewangiaceae_gen_Incertae_sedis","FOTU_832_Junewangiaceae_gen_Incertae_sedis"
"FOTU_833","FOTU_833","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_833_unidentified"
"FOTU_834","FOTU_834","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","grande","Chaetomium_grande","FOTU_834_Chaetomium_grande"
"FOTU_835","FOTU_835","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_835_Fungi"
"FOTU_836","FOTU_836","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","unidentified","unidentified","Xylariaceae","FOTU_836_Xylariaceae"
"FOTU_837","FOTU_837","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_837_Fungi"
"FOTU_838","FOTU_838","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces","americae-meridionalis","Betamyces_americae-meridionalis","FOTU_838_Betamyces_americae-meridionalis"
"FOTU_839","FOTU_839","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_839_unidentified"
"FOTU_840","FOTU_840","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Acremoniopsis","suttoniae","Acremoniopsis_suttoniae","FOTU_840_Acremoniopsis_suttoniae"
"FOTU_841","FOTU_841","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_841_Fungi"
"FOTU_842","FOTU_842","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","conoides","Arthrobotrys_conoides","FOTU_842_Arthrobotrys_conoides"
"FOTU_843","FOTU_843","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Melanoleuca","griseobrunnea","Melanoleuca_griseobrunnea","FOTU_843_Melanoleuca_griseobrunnea"
"FOTU_844","FOTU_844","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_844_unidentified"
"FOTU_845","FOTU_845","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","nunavutica","Ustilago_nunavutica","FOTU_845_Ustilago_nunavutica"
"FOTU_846","FOTU_846","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","unidentified","unidentified","Pseudeurotiaceae","FOTU_846_Pseudeurotiaceae"
"FOTU_847","FOTU_847","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","asiaticiphlyctidospora","Coprinopsis_asiaticiphlyctidospora","FOTU_847_Coprinopsis_asiaticiphlyctidospora"
"FOTU_848","FOTU_848","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","irregularis","Mucor_irregularis","FOTU_848_Mucor_irregularis"
"FOTU_849","FOTU_849","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Dictyosporium","stellatum","Dictyosporium_stellatum","FOTU_849_Dictyosporium_stellatum"
"FOTU_850","FOTU_850","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Karstenia","unidentified","Karstenia","FOTU_850_Karstenia"
"FOTU_851","FOTU_851","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Cystoagaricus","unidentified","Cystoagaricus","FOTU_851_Cystoagaricus"
"FOTU_852","FOTU_852","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_852_Basidiomycota"
"FOTU_853","FOTU_853","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_853_unidentified"
"FOTU_854","FOTU_854","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","unidentified","unidentified","Sordariaceae","FOTU_854_Sordariaceae"
"FOTU_855","FOTU_855","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_855_Ascomycota"
"FOTU_856","FOTU_856","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_856_Fungi"
"FOTU_857","FOTU_857","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","daucicaulis","Alternaria_daucicaulis","FOTU_857_Alternaria_daucicaulis"
"FOTU_858","FOTU_858","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","fluviatilis","Candida_fluviatilis","FOTU_858_Candida_fluviatilis"
"FOTU_859","FOTU_859","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","unidentified","unidentified","unidentified","unidentified","Cercozoa_cls_Incertae_sedis","FOTU_859_Cercozoa_cls_Incertae_sedis"
"FOTU_860","FOTU_860","Fungi","Ascomycota","Sordariomycetes","Conioscyphales","Conioscyphaceae","Conioscypha","unidentified","Conioscypha","FOTU_860_Conioscypha"
"FOTU_861","FOTU_861","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Neovaginatispora","clematidis","Neovaginatispora_clematidis","FOTU_861_Neovaginatispora_clematidis"
"FOTU_862","FOTU_862","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","unidentified","Powellomyces","FOTU_862_Powellomyces"
